1 - f,a1,,198.8065497819767,1422291.700718815,141.71852289244185,264.1573174055232,403.8727516351744,788921.0062070376,332.5127180232558,458.7073037790697,609.1893395712209,889244.5872607393,536.0766033793604,688.5617278343022,814.7563135901162,1638589.0902758492,758.9202171148255,876.601676053779,1024.8302371002906,1401726.4839465923,956.2244503997092,1093.1856377180231,1214.3725018168602,791011.4730729824,1153.278297601744,1276.9690225290697,1419.6890897529067,1481225.124251208,1362.8514489462207,1494.0537563590115,814.7563135901162
1 - f,a2,,197.05384720203486,941219.733391317,134.95809865552323,259.900753997093,416.8928279433139,631034.7594545904,359.30402888808135,475.232785247093,627.2171375363371,493345.0824705826,567.8756359011627,690.8152025799418,840.5460801235464,948634.4580292682,782.9572810683138,906.8983920784882,1002.545875726744,707677.4387752449,930.6850699491278,1069.3989598473836,1221.8840843023254,336512.8559299751,1144.014012536337,1291.2410292514533,1472.7709393168602,1161527.3221106005,1411.9271211845928,1526.6039471293602,1472.7709393168602
1 - f,a3,,196.5530750363372,705959.2649909569,131.20230741279067,249.13415243459298,395.3596248183139,436590.00102729624,318.4910973837209,463.71502543604646,646.7472519985464,360901.24360314815,575.136832303779,715.3530386991279,812.7532249273255,429255.2613603838,743.6466660610464,860.5769667514534,977.2568813590115,1256076.8262239334,898.6356513444766,1035.5968386627906,1128.2396893168602,219293.30425257134,1054.876567042151,1194.3416151889533,1268.9566678779067,308234.44745676714,1194.3416151889533,1326.5454669331393,977.2568813590115
1 - f,a4,,197.80500545058138,1220910.6394418543,133.20539607558138,252.6395575944767,403.8727516351744,566613.219702165,327.25461028343017,467.470816678779,609.1893395712209,438720.6005056134,534.3239007994185,689.0624999999999,807.7455032703488,692727.7296794169,749.1551598837208,876.8520621366278,1024.8302371002906,816873.9757704348,957.977152979651,1093.686409883721,1197.847020348837,246016.35166534127,1139.2566769622092,1262.9474018895348,1341.8190179869184,832493.015901933,1282.7279024345928,1382.8823355741276,197.80500545058138
1 - f,a5,,196.30268895348834,734546.6986028949,121.93802234738371,256.6457349200581,385.8449536700581,364489.99191063823,315.7368504723837,448.94224654796506,581.8972565406976,304985.4946505299,517.2976471656976,657.5138535610464,820.0144213299418,291389.07708306756,747.1520712209301,888.6202080305231,976.2553370276162,623210.9799936189,907.399164244186,1034.5952943313953,1128.4900753997092,158943.71789864782,1054.1254087936045,1187.5811909520348,1290.4898710029067,321912.0475200133,1222.3848564680231,1349.0802143895346,196.30268895348834
1 - f,a6,,196.30268895348834,978554.0450123941,123.9411110101744,254.39226017441857,386.5961119186046,486603.9888051664,321.4957303779069,442.932980559593,580.8957122093022,434597.33249348047,509.28529251453483,655.5107648982557,803.2385537790697,378143.6026239848,744.8985964752906,868.839707485465,976.5057231104649,527138.6826272733,907.8999364098836,1034.845680414244,1114.4684547601744,45729.47030030797,1034.845680414244,1172.8084120639533,1257.6892941497092,123262.93083532288,1205.608988917151,1336.8112963299418,196.30268895348834
1 - f,a7,,198.30577761627904,945134.2598169243,129.44960483284882,257.8976653343023,391.85421965843017,597499.1486381477,332.2623319404069,463.46463935319764,581.3964843749999,524380.759673058,523.5572992369185,658.7657839752906,818.011332667151,1035836.8212122769,751.6590207122092,877.1024482194766,968.2429823764534,1784093.8990920302,899.8875817587208,1041.8564907340115,1129.7420058139533,270938.14990722254,1063.1393077761627,1190.5858239462207,1360.0972020348836,425626.2336331064,1309.5192132994184,1382.1311773255811,968.2429823764534
1 - f,a8,,199.05693586482556,903042.0540143809,139.71543422965115,268.4138808139534,377.8325990188953,548928.716503142,316.23762263808135,449.9437908793604,608.938953488372,388921.17538883176,537.0781477107557,675.5416515261627,804.240098110465,771604.4450101149,744.147438226744,877.3528343023255,968.743754542151,1114275.730619355,905.8968477470929,1041.8564907340115,1203.1051280886627,183166.93493802313,1138.7559047965115,1259.441996729651,1405.1666969476742,567830.3231830042,1328.0477834302324,1469.5159202398254,968.743754542151
1 - f,a9,,206.067746184593,859477.856944953,147.97817496366278,277.17739371366275,416.64244186046506,419333.50962314307,353.29476289970927,480.99166515261624,647.4984102470929,341884.8308227569,577.6406931322674,709.8445448764534,835.7887445494185,475892.2457145659,765.680641351744,906.1472338299418,1001.043559229651,312232.0170100947,943.4547601744185,1062.638535610465,1262.9474018895348,354812.2446626765,1192.8392986918602,1329.0493277616276,1458.9997047601742,685250.5477342652,1388.641215479651,1518.3412063953485,206.067746184593
1 - f,a10,,198.0553915334302,1012478.9324132307,142.46968114098834,255.39380450581393,401.61927688953483,474910.3129664528,329.0073128633721,462.2127089389534,609.4397256540697,437916.9829262625,535.075059047965,659.5169422238371,814.2555414244185,853556.5468233535,764.178324854651,868.3389353197673,970.9972292877906,1199511.7959861355,897.8844930959301,1039.603015988372,1110.7126635174418,402558.57692748075,1039.603015988372,1171.5564816497092,1265.4512627180231,313367.2042702721,1209.3647801598836,1330.0508720930231,970.9972292877906
